"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2024.MMP4147,2024.MMP4147,"Southern Asia","Wed, 11/20/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Karaj district, Alborz province, Iran","IOM Afghanistan","35.843858, 50.9715","Afghanistan to Iran",,Uncategorized,4
2024.MMP4148,2024.MMP4148,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4149,2024.MMP4149,"Southern Asia","Sun, 12/01/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia",Violence,Afghanistan,"Urmia County district, West_Azerbaijan province, Iran","IOM Afghanistan","37.606739, 44.842539","Iran to Türkiye",,Uncategorized,4
2024.MMP4150,2024.MMP4150,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"pars district, Tehran province, Iran","IOM Afghanistan","35.550129, 51.515008","Afghanistan to Iran",,Uncategorized,4
2024.MMP4151,2024.MMP4151,"Southern Asia","Wed, 11/20/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,Uncategorized,4
2024.MMP4152,2024.MMP4152,"Southern Asia","Wed, 11/20/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4153,2024.MMP4153,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,Uncategorized,4
2024.MMP4154,2024.MMP4154,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Yaft Abad district, Tehran province, Iran","IOM Afghanistan","35.665727, 51.318758","Afghanistan to Iran",,Uncategorized,4
2024.MMP4155,2024.MMP4155,"Western Africa","Wed, 11/20/2024 - 12:00",2024,November,71,0,9,8,59,4,"Western Africa (P)","Accidental death",Unknown,"Unspecified location off Nouadhibou, Mauritania","IOM Mali Displacement Tracking Matrix","20.988936, -17.212511","Western Africa / Atlantic route to the Canary Islands",,Uncategorized,2
2024.MMP4156,2024.MMP4156,"Southern Asia","Wed, 11/20/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Yazd County district, Yazd province, Iran","IOM Afghanistan","31.890628, 54.521807","Afghanistan to Iran",,Uncategorized,4
2024.MMP4157,2024.MMP4157,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4158,2024.MMP4158,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4159,2024.MMP4159,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Bandar-Abbas County district, Hormozgan province, Iran","IOM Afghanistan","27.649874, 56.382423","Afghanistan to Iran",,Uncategorized,4
2024.MMP4160,2024.MMP4160,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,1,"Southern Asia","Accidental death",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4161,2024.MMP4161,"Southern Asia","Sun, 11/17/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Kahnuj County district, Kerman province, Iran","IOM Afghanistan","27.213383, 58.554382","Afghanistan to Iran",,Uncategorized,4
2024.MMP4162,2024.MMP4162,"Southern Asia","Wed, 11/27/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kashan district, Esfahan province, Iran","IOM Afghanistan","33.991035, 51.423541","Afghanistan to Iran",,Uncategorized,4
2024.MMP4163,2024.MMP4163,"Southern Asia","Sat, 10/26/2024 - 12:00",2024,October,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"shaheen shar district, Esfahan province, Iran","IOM Afghanistan","32.860873, 51.553297","Afghanistan to Iran",,Uncategorized,4
2024.MMP4164,2024.MMP4164,"Southern Asia","Sat, 10/26/2024 - 12:00",2024,October,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Zanjan district, Zanjan province, Iran","IOM Afghanistan","36.683005, 48.508721","Afghanistan to Iran",,Uncategorized,4
2024.MMP4165,2024.MMP4165,"Southern Asia","Wed, 11/20/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Saravan County district, Sistan_and_Baluchestan province, Iran","IOM Afghanistan","27.734456, 62.262663","Afghanistan to Iran",,Uncategorized,4
2024.MMP4166,2024.MMP4166,"Southern Asia","Wed, 11/27/2024 - 12:00",2024,November,1,0,,1,0,0,"Southern Asia",Drowning,Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4167,2024.MMP4167,"Southern Asia","Wed, 11/27/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia",Drowning,Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4168,2024.MMP4168,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia",Drowning,Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4169,2024.MMP4169,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia",Drowning,Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4170,2024.MMP4170,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4171,2024.MMP4171,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4172,2024.MMP4172,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Saravan County district, Sistan_and_Baluchestan province, Iran","IOM Afghanistan","27.734456, 62.262663","Afghanistan to Iran",,Uncategorized,4
2024.MMP4173,2024.MMP4173,"Western Asia","Fri, 11/29/2024 - 12:00",2024,November,3,0,,1,1,1,"Southern Asia","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Near Türkiye-Iran border, around the area of Geçitvermez, Van province, Türkiye","Iran Wire","38.101405, 44.322796","Iran to Türkiye",https://perma.cc/K3R7-3JBL,Uncategorized,1
2024.MMP4174,2024.MMP4174,"Southern Asia","Fri, 11/29/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Shiraz County district, Fars province, Iran","IOM Afghanistan","29.626643, 52.446547","Afghanistan to Iran",,Uncategorized,4
2024.MMP4175,2024.MMP4175,"Southern Asia","Tue, 11/12/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4176,2024.MMP4176,Mediterranean,"Fri, 08/23/2024 - 12:00",2024,August,1,0,,,,,Unknown,"Mixed or unknown",Unknown,"Remains washed ashore near Sorman, Libya","Libyan Red Crescent via UNHCR","32.794546, 12.564383","Central Mediterranean",,Uncategorized,4
2024.MMP4177,2024.MMP4177,Mediterranean,"Fri, 09/27/2024 - 12:00",2024,September,1,0,,,1,,Unknown,Drowning,Unknown,"Sea area of ​​Cape Fokas in Kos, Greece","Hellenic Coast Guard, UNHCR","36.85598, 27.353626","Eastern Mediterranean",,Uncategorized,5
2024.MMP4178,2024.MMP4178,Mediterranean,"Tue, 08/27/2024 - 12:00",2024,August,1,0,,,1,,"Northern Africa",Drowning,Egypt,"Beach ""IXIA"", Rhodes, Greece","Hellenic Coast Guard, UNHCR","36.420234, 28.181693","Eastern Mediterranean",https://archive.ph/bRzJr,Uncategorized,5
2024.MMP4179,2024.MMP4179,"North America","Sun, 09/08/2024 - 12:00",2024,September,1,0,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"See coordinates, Found, Otay Mountain Range, Dulzura, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.570838, -116.799247","US-Mexico border crossing",,Uncategorized,5
2024.MMP4180,2024.MMP4180,"North America","Wed, 09/11/2024 - 12:00",2024,September,1,0,,,1,,"Central America","Mixed or unknown",Mexico,"See coordinates, Found, Jamul Mountains, Chula Vista, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.673338, -116.894803","US-Mexico border crossing",,Uncategorized,5
2024.MMP4181,2024.MMP4181,"North America","Tue, 09/17/2024 - 12:00",2024,September,1,0,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"See coordinates, Found, Otay Mountain Wilderness, San Diego, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.564116, -116.863053","US-Mexico border crossing",,"Northern America",5
2024.MMP4182,2024.MMP4182,"North America","Thu, 09/26/2024 - 12:00",2024,September,1,0,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Weed Road and Anza Road, Calexico, Imperial County, California, United States of America, 92231","Imperial County Coroners Office (ICCO)","32.65939, -115.5823","US-Mexico border crossing",,"Northern America",5
2024.MMP4183,2024.MMP4183,Mediterranean,"Thu, 06/27/2024 - 12:00",2024,June,2,0,,,,,Unknown,"Mixed or unknown",Unknown,"Remains washed ashore near Zuwara, Libya","Libyan Red Crescent via UNHCR","32.954617, 12.053996","Central Mediterranean",,Uncategorized,4
2024.MMP4184,2024.MMP4184,"North America","Thu, 09/12/2024 - 12:00",2024,September,1,0,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"See coordinates, Found, Otay Mountain Wilderness, Dulzura, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.603616, -116.834247","US-Mexico border crossing",,Uncategorized,5
2024.MMP4185,2024.MMP4185,"North America","Sat, 09/14/2024 - 12:00",2024,September,1,0,,,1,,"Central America",Drowning,Honduras,"See coordinates, Maverick County, Texas, United States of America","Maverick County","28.44831, -100.16366","US-Mexico border crossing",,Uncategorized,5
2024.MMP4186,2024.MMP4186,"North America","Wed, 09/04/2024 - 12:00",2024,September,1,0,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"See coordinates, Found, Tecate Peak, Dulzura, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.573893, -116.686469","US-Mexico border crossing",,Uncategorized,5
2024.MMP4187,2024.MMP4187,"Southern Asia","Thu, 09/19/2024 - 12:00",2024,September,1,0,,0,1,0,"Southern Asia",Violence,Afghanistan,"Shahroot district, Shiraz province, Iran","IOM Afghanistan","29.592612, 52.583565","Afghanistan to Iran",,"Southern Asia",4
2024.MMP4188,2024.MMP4188,"North America","Fri, 08/16/2024 - 12:00",2024,August,1,0,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"See coordinates, Found, Otay Mountain Wilderness, Dulzura, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.604171, -116.752858","US-Mexico border crossing",,Uncategorized,5
2024.MMP4189,2024.MMP4189,"North America","Fri, 09/13/2024 - 12:00",2024,September,1,0,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water",Mexico,"See coordinates, Found, Otay Open Space Preserve, Chula Vista, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.605282, -116.867303","US-Mexico border crossing",,Uncategorized,5
2024.MMP4191,2024.MMP4191,"North America","Sat, 04/27/2024 - 12:00",2024,April,1,0,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"See coordinates, Brooks County, Texas, United States of America","Brooks County","27.08588, -98.20933","US-Mexico border crossing",,"Northern America",5
2024.MMP4192,2024.MMP4192,"North America","Sat, 04/27/2024 - 12:00",2024,April,1,0,,1,,,"Central America","Mixed or unknown",Guatemala,"See coordinates, Brooks County, Texas, United States of America","Brooks County","27.13382, -98.09861","US-Mexico border crossing",,"Northern America",5
2024.MMP4193,2024.MMP4193,Mediterranean,"Sat, 07/27/2024 - 12:00",2024,July,1,0,,,,,Unknown,"Mixed or unknown",Unknown,"Remains washed ashore near Az Zawiya oil refinery port, Libya","Libyan Red Crescent via UNHCR","32.792165, 12.681501","Central Mediterranean",,Uncategorized,4
2024.MMP4194,2024.MMP4194,"Southern Asia","Sun, 12/01/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4195,2024.MMP4195,"Southern Asia","Sun, 12/01/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Tehran County district, Tehran province, Iran","IOM Afghanistan","35.689198, 51.388974","Afghanistan to Iran",,Uncategorized,4
2024.MMP4196,2024.MMP4196,"Southern Asia","Mon, 12/09/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4197,2024.MMP4197,"Southern Asia","Wed, 12/11/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia",Drowning,Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4198,2024.MMP4198,"Southern Asia","Mon, 12/09/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4199,2024.MMP4199,"North America","Wed, 12/11/2024 - 12:00",2024,December,1,0,,,,,"Latin America / Caribbean (P)",Drowning,Unknown,"See coordinates, Brooks County, Texas, United States of America","Brooks County","27.096389, -98.140176","US-Mexico border crossing",,Uncategorized,5
2024.MMP4200,2024.MMP4200,"Southern Asia","Sat, 12/14/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Amol district, Mazandaran province, Iran","IOM Afghanistan","36.470632, 52.346628","Afghanistan to Iran",,Uncategorized,4
2024.MMP4201,2024.MMP4201,"Southern Asia","Thu, 12/05/2024 - 12:00",2024,December,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4202,2024.MMP4202,"Southern Asia","Mon, 12/09/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4203,2024.MMP4203,"Southern Asia","Thu, 12/05/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran County district, Tehran province, Iran","IOM Afghanistan","35.689198, 51.388974","Afghanistan to Iran",,Uncategorized,4
2024.MMP4204,2024.MMP4204,"Southern Asia","Mon, 12/09/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4205,2024.MMP4205,"Southern Asia","Fri, 12/06/2024 - 12:00",2024,December,1,0,,0,1,1,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4206,2024.MMP4206,"Southern Asia","Fri, 12/13/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4207,2024.MMP4207,"Southern Asia","Fri, 12/13/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Iranshahr County district, Sistan_and_Baluchestan province, Iran","IOM Afghanistan","27.910592, 60.025947","Afghanistan to Iran",,Uncategorized,4
2024.MMP4208,2024.MMP4208,"Southern Asia","Fri, 12/13/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Yazd County district, Yazd province, Iran","IOM Afghanistan","31.890628, 54.521807","Afghanistan to Iran",,Uncategorized,4
2024.MMP4209,2024.MMP4209,"Southern Asia","Fri, 12/13/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Bam County district, Kerman province, Iran","IOM Afghanistan","29.132497, 58.189292","Afghanistan to Iran",,Uncategorized,4
2024.MMP4210,2024.MMP4210,"North America","Sat, 12/14/2024 - 12:00",2024,December,1,0,,,1,,"Central America","Mixed or unknown",Mexico,"See coordinates, Found, Dulzura Mountains, Dulzura, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","32.637505, -116.726469","US-Mexico border crossing",,Uncategorized,5
2024.MMP4211,2024.MMP4211,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Accidental death",Afghanistan,"Bushehr County district, Bushehr province, Iran","IOM Afghanistan","29.089222, 50.970612","Afghanistan to Iran",,Uncategorized,4
2024.MMP4212,2024.MMP4212,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Karaj County district, Alborz province, Iran","IOM Afghanistan","35.965217, 51.137632","Afghanistan to Iran",,Uncategorized,4
2024.MMP4213,2024.MMP4213,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4214,2024.MMP4214,"Southern Asia","Fri, 11/22/2024 - 12:00",2024,November,1,0,,0,1,1,"Southern Asia",Violence,Afghanistan,"Saravan County district, Sistan_and_Baluchestan province, Iran","IOM Afghanistan","27.734456, 62.262663","Afghanistan to Iran",,Uncategorized,4
2024.MMP4215,2024.MMP4215,"Southern Asia","Sat, 11/23/2024 - 12:00",2024,November,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Shiraz County district, Fars province, Iran","IOM Afghanistan","29.626643, 52.446547","Afghanistan to Iran",,Uncategorized,4
2024.MMP4216,2024.MMP4216,"Southern Asia","Fri, 10/11/2024 - 12:00",2024,October,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Teran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4217,2024.MMP4217,"Southern Asia","Fri, 10/11/2024 - 12:00",2024,October,1,0,,0,1,0,"Southern Asia","Accidental death",Afghanistan,"Teran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4218,2024.MMP4218,Mediterranean,"Tue, 10/15/2024 - 12:00",2024,October,,24,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Unspecified location after departure from Boumerdes, Algeria en route to Balearic Islands, Spain","Centro Internacional Para la Identificacion de Migrantes Desaparecidos (CIPIMD)","37.375628, 3.398303205","Western Mediterranean",,Uncategorized,4
2024.MMP4219,2024.MMP4219,"Southern Asia","Fri, 10/11/2024 - 12:00",2024,October,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Shiraz County district, Fars province, Iran","IOM Afghanistan","29.626643, 52.446547","Afghanistan to Iran",,Uncategorized,4
2024.MMP4220,2024.MMP4220,"Southern Asia","Mon, 11/25/2024 - 12:00",2024,November,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Garamsar district, Samanan province, Iran","IOM Afghanistan","32.427908, 53.688046","Afghanistan to Iran",,Uncategorized,4
2024.MMP4221,2024.MMP4221,"Southern Asia","Mon, 11/25/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4222,2024.MMP4222,"Southern Asia","Sun, 12/15/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Shiraz County district, Fars province, Iran","IOM Afghanistan","29.626643, 52.446547","Afghanistan to Iran",,Uncategorized,4
2024.MMP4223,2024.MMP4223,"Southern Asia","Mon, 11/25/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Shiraz County district, Fars province, Iran","IOM Afghanistan","29.626643, 52.446547","Afghanistan to Iran",,Uncategorized,4
2024.MMP4224,2024.MMP4224,"Southern Asia","Sun, 12/15/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Yazd County district, Yazd province, Iran","IOM Afghanistan","31.890628, 54.521807","Afghanistan to Iran",,Uncategorized,4
2024.MMP4225,2024.MMP4225,"Southern Asia","Mon, 11/25/2024 - 12:00",2024,November,1,0,,0,1,0,"Southern Asia",Violence,Afghanistan,"Saravan County district, Sistan_and_Baluchestan province, Iran","IOM Afghanistan","27.734456, 62.262663","Afghanistan to Iran",,Uncategorized,4
2024.MMP4226,2024.MMP4226,"North America","Sun, 12/15/2024 - 12:00",2024,December,1,0,,,1,,"Central America",Drowning,Mexico,"Unspecified location, Encinitas, San Diego County,  California, United States of America","San Diego County Medical Examiner's Office (SDCMEO)","33.056649, -117.310364","US-Mexico border crossing",,Uncategorized,5
2024.MMP4227,2024.MMP4227,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
2024.MMP4228,2024.MMP4228,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,1,0,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4229,2024.MMP4229,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Khonj County district, Fars province, Iran","IOM Afghanistan","27.92733, 53.131921","Afghanistan to Iran",,Uncategorized,4
2024.MMP4230,2024.MMP4230,"Southern Asia","Sat, 12/21/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Yazd County district, Yazd province, Iran","IOM Afghanistan","31.890628, 54.521807","Afghanistan to Iran",,Uncategorized,4
2024.MMP4231,2024.MMP4231,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Vehicle accident / death linked to hazardous transport",Afghanistan,"Khonj County district, Fars province, Iran","IOM Afghanistan","27.92733, 53.131921","Afghanistan to Iran",,Uncategorized,4
2024.MMP4232,2024.MMP4232,"Southern Asia","Sat, 12/21/2024 - 12:00",2024,December,1,0,,0,1,1,"Southern Asia","Mixed or unknown",Afghanistan,"Yazd County district, Yazd province, Iran","IOM Afghanistan","31.890628, 54.521807","Afghanistan to Iran",,Uncategorized,4
2024.MMP4233,2024.MMP4233,"Southern Asia","Wed, 12/25/2024 - 12:00",2024,December,1,0,,0,1,1,"Southern Asia","Mixed or unknown",Afghanistan,"Isfahan County district, Esfahan province, Iran","IOM Afghanistan","32.251579, 52.53186","Afghanistan to Iran",,Uncategorized,4
2024.MMP4234,2024.MMP4234,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Sickness / lack of access to adequate healthcare",Afghanistan,"Kerman County district, Kerman province, Iran","IOM Afghanistan","30.575709, 58.007192","Afghanistan to Iran",,Uncategorized,4
2024.MMP4235,2024.MMP4235,"Southern Asia","Sun, 12/22/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Accidental death",Afghanistan,"Tabriz County district, East_Azerbaijan province, Iran","IOM Afghanistan","38.059807, 46.11366","Iran to Türkiye",,Uncategorized,4
2024.MMP4236,2024.MMP4236,"Southern Asia","Fri, 12/20/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Mixed or unknown",Afghanistan,"Jiroft County district, Kerman province, Iran","IOM Afghanistan","28.93853, 57.462726","Afghanistan to Iran",,Uncategorized,4
2024.MMP4237,2024.MMP4237,"Southern Asia","Sun, 12/22/2024 - 12:00",2024,December,1,0,,0,1,0,"Southern Asia","Accidental death",Afghanistan,"Tehran district, Tehran province, Iran","IOM Afghanistan","35.721858, 51.334695","Afghanistan to Iran",,Uncategorized,4
